Year,5-Year_MA,Month,Temperature_Values,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Avg_Seasonal_Temp
1966,-0.14716877319995242,Jan,-0.3389904122231177,0,0,0,1,-0.3389904122231177
1967,-0.2041942468690611,Jan,-0.40468793591224034,0,0,0,1,-0.40468793591224034
1968,-0.2751851426612168,Jan,-0.5306081896497254,0,0,0,1,-0.5306081896497254
1969,-0.2903143499611844,Jan,-0.541557776931246,0,0,0,1,-0.541557776931246
1970,-0.27984028336889916,Jan,-0.4539610786790823,0,0,0,1,-0.4539610786790823
1971,-0.25772836500740803,Jan,-0.3608895867861586,0,0,0,1,-0.3608895867861586
1972,-0.22630616523055225,Jan,-0.44301149139756185,0,0,0,1,-0.44301149139756185
1973,-0.15182391390763478,Jan,-0.14189784115574972,0,0,0,1,-0.14189784115574972
1974,-0.12040171413077895,Jan,-0.13642304751498951,0,0,0,1,-0.13642304751498951
1975,-0.10992764753849368,Jan,-0.12547346023346906,0,0,0,1,-0.12547346023346906
1976,-0.09945358094620842,Jan,-0.1309482538742293,0,0,0,1,-0.1309482538742293
1977,-0.07268652187703496,Jan,0.0935182853969398,0,0,0,1,0.0935182853969398
1978,-0.0843243736462408,Jan,-0.03240196834054526,0,0,0,1,-0.03240196834054526
1979,-0.05522974422322616,Jan,0.06614431719313871,0,0,0,1,0.06614431719313871
1980,0.00994222568432664,Jan,0.17016539636758293,0,0,0,1,0.17016539636758293
1981,0.1263207433763852,Jan,0.4767538402501553,0,0,0,1,0.4767538402501553
1982,0.21825977235311145,Jan,0.4001067292795123,0,0,0,1,0.4001067292795123
1983,0.348603712168217,Jan,0.6574220303952426,0,0,0,1,0.6574220303952426
1984,0.4521805929141492,Jan,0.7833422841327277,0,0,0,1,0.7833422841327277
1985,0.5080422814063373,Jan,0.745018728647406,0,0,0,1,0.745018728647406
1986,0.49873199999097256,Jan,0.5971993003468803,0,0,0,1,0.5971993003468803
1987,0.5150249924678607,Jan,0.7450187286474061,0,0,0,1,0.7450187286474061
1988,0.5126974221140196,Jan,0.7614431095696867,0,0,0,1,0.7614431095696867
1989,0.5231714887063049,Jan,0.6574220303952426,0,0,0,1,0.6574220303952426
1990,0.5883434586138576,Jan,0.7614431095696869,0,0,0,1,0.7614431095696869
1991,0.6954116948905515,Jan,0.8490398078218503,0,0,0,1,0.8490398078218503
1992,0.769893946213469,Jan,0.9311617124332537,0,0,0,1,0.9311617124332537
1993,0.8164453532902924,Jan,0.8107162523365288,0,0,0,1,0.8107162523365288
1994,0.8548502641286715,Jan,0.8873633633071719,0,0,0,1,0.8873633633071719
1995,0.8536864789517511,Jan,0.9475860933555342,0,0,0,1,0.9475860933555342
1996,0.8187729236441335,Jan,0.8490398078218503,0,0,0,1,0.8490398078218503
1997,0.8245918495287364,Jan,0.7723926968512073,0,0,0,1,0.7723926968512073
1998,0.893255174967051,Jan,0.9037877442294526,0,0,0,1,0.9037877442294526
1999,0.9654098559361273,Jan,1.0242332043261775,0,0,0,1,1.0242332043261775
2000,1.032909396197521,Jan,0.8764137760256514,0,0,0,1,0.8764137760256514
2001,1.131831136235771,Jan,0.9913844424816161,0,0,0,1,0.9913844424816161
2002,1.2202788096817354,Jan,1.2322753626750658,0,0,0,1,1.2322753626750658
2003,1.2656664315816382,Jan,1.3198720609272294,0,0,0,1,1.3198720609272294
2004,1.320364334896906,Jan,1.3746199973348319,0,0,0,1,1.3746199973348319
2005,1.4146309342274732,Jan,1.6428848857320824,0,0,0,1,1.6428848857320824
2006,1.4984234669657555,Jan,1.7031076157804448,0,0,0,1,1.7031076157804448
2007,1.56708679240407,Jan,1.8399774567994505,0,0,0,1,1.8399774567994505
2008,1.6252760512500992,Jan,1.5990865366060005,0,0,0,1,1.5990865366060005
2009,1.6811377397422873,Jan,1.6374100920913222,0,0,0,1,1.6374100920913222
2010,1.7090685839883812,Jan,1.6428848857320826,0,0,0,1,1.6428848857320826
2011,1.720706435757587,Jan,1.6209857111690418,0,0,0,1,1.6209857111690418
2012,1.7276891468191107,Jan,1.3198720609272294,0,0,0,1,1.3198720609272294
2013,1.760275131772887,Jan,1.5443386001983985,0,0,0,1,1.5443386001983985
2014,1.7882059760189812,Jan,1.6100361238875214,0,0,0,1,1.6100361238875214
2015,1.8301022423881224,Jan,1.6757336475766438,0,0,0,1,1.6757336475766438
2016,1.9220412713648485,Jan,2.0370700278668186,0,0,0,1,2.0370700278668186
2017,2.0465662852953512,Jan,2.3381836781086305,0,0,0,1,2.3381836781086305
2018,2.1745826547566156,Jan,2.398406408156993,0,0,0,1,2.398406408156993
2019,2.318892016694768,Jan,2.486003106409157,0,0,0,1,2.486003106409157
2020,2.456218667571397,Jan,2.6557217092727234,0,0,0,1,2.6557217092727234
2021,2.5283733485404736,Jan,2.453154344564595,0,0,0,1,2.453154344564595
2022,2.5656144742019324,Jan,2.392931614516233,0,0,0,1,2.392931614516233
2023,2.6203123775172,Jan,2.425780376360794,0,0,0,1,2.425780376360794
2024,2.6831567770709115,Jan,2.5954989792243612,0,0,0,1,2.5954989792243612
1880,-0.6406136882142807,Feb,-0.864570601736099,0,0,0,1,-0.864570601736099
1881,-0.5824244293682513,Feb,-0.7277007607170934,0,0,0,1,-0.7277007607170934
1882,-0.556562536547794,Feb,-0.4174624544073475,0,0,0,1,-0.4174624544073475
1883,-0.5521175237192778,Feb,-0.6045179037999884,0,0,0,1,-0.6045179037999884
1884,-0.5663254010875166,Feb,-0.5634569514942867,0,0,0,1,-0.5634569514942867
1885,-0.5814546083874843,Feb,-0.6072553006203685,0,0,0,1,-0.6072553006203685
1886,-0.6454627931181164,Feb,-0.7988730780469764,0,0,0,1,-0.7988730780469764
1887,-0.7424448911948319,Feb,-1.1821086329001917,0,0,0,1,-1.1821086329001917
1888,-0.8326382424061773,Feb,-1.1766338392594315,0,0,0,1,-1.1766338392594315
1889,-0.8850085753676036,Feb,-1.0397639982404259,0,0,0,1,-1.0397639982404259
1890,-0.921085915852142,Feb,-1.0999867282887885,0,0,0,1,-1.0999867282887885
1891,-0.921085915852142,Feb,-1.0780875537257475,0,0,0,1,-1.0780875537257475
1892,-0.8815172198368421,Feb,-0.8317218398915376,0,0,0,1,-0.8317218398915376
1893,-0.8582415162984303,Feb,-0.9466925063475022,0,0,0,1,-0.9466925063475022
1894,-0.8791896494830008,Feb,-1.1985330138224726,0,0,0,1,-1.1985330138224726
1895,-0.8826810050137625,Feb,-1.187583426540952,0,0,0,1,-1.187583426540952
1896,-0.8838447901906831,Feb,-1.0014404427551042,0,0,0,1,-1.0014404427551042
1897,-0.8768620791291596,Feb,-1.0342892045996657,0,0,0,1,-1.0342892045996657
1898,-0.8489312348830655,Feb,-0.8919445699399001,0,0,0,1,-0.8919445699399001
1899,-0.7825954797985921,Feb,-0.941217712706742,0,0,0,1,-0.941217712706742
1900,-0.7150959395371982,Feb,-0.738650347998614,0,0,0,1,-0.738650347998614
1901,-0.6650531769296131,Feb,-0.7331755543578538,0,0,0,1,-0.7331755543578538
1902,-0.6534153251604071,Feb,-0.6893772052317719,0,0,0,1,-0.6893772052317719
1903,-0.6580704658680895,Feb,-0.5579821578535265,0,0,0,1,-0.5579821578535265
1904,-0.712768369183357,Feb,-0.6674780306687309,0,0,0,1,-0.6674780306687309
1905,-0.8047073981600833,Feb,-0.9576420936290225,0,0,0,1,-0.9576420936290225
1906,-0.8989739974906509,Feb,-1.0507135855219465,0,0,0,1,-1.0507135855219465
1907,-0.985094100582774,Feb,-1.2697053311523554,0,0,0,1,-1.2697053311523554
1908,-1.0653952777902944,Feb,-1.4120499658121208,0,0,0,1,-1.4120499658121208
1909,-1.1119466848671178,Feb,-1.3463524421229982,0,0,0,1,-1.3463524421229982
1910,-1.1573343067670208,Feb,-1.2532809502300746,0,0,0,1,-1.2532809502300746
1911,-1.221342491497653,Feb,-1.4120499658121208,0,0,0,1,-1.4120499658121208
1912,-1.271385254105238,Feb,-1.2204321883855134,0,0,0,1,-1.2204321883855134
1913,-1.3062988094128556,Feb,-1.286129712074636,0,0,0,1,-1.286129712074636
1914,-1.3016436687051733,Feb,-1.089037141007268,0,0,0,1,-1.089037141007268
1915,-1.243454409859144,Feb,-0.8809949826583795,0,0,0,1,-0.8809949826583795
1916,-1.1515153808824177,Feb,-0.64557885610569,0,0,0,1,-0.64557885610569
1917,-1.072377988851818,Feb,-0.9083689508621806,0,0,0,1,-0.9083689508621806
1918,-0.9967319523519798,Feb,-0.8536210144545785,0,0,0,1,-0.8536210144545785
1919,-0.9734562488135682,Feb,-0.9247933317844613,0,0,0,1,-0.9247933317844613
1920,-0.999059522705821,Feb,-1.0561883791627067,0,0,0,1,-1.0561883791627067
1921,-1.0118611596519476,Feb,-1.0726127600849873,0,0,0,1,-1.0726127600849873
1922,-0.9944043819981386,Feb,-0.9740664745513034,0,0,0,1,-0.9740664745513034
