Year,5-Year_MA,Month,Temperature_Values,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Avg_Seasonal_Temp
1898,-0.8489312348830655,Jun,-0.7331755543578538,0,0,1,0,-0.7331755543578538
1899,-0.7825954797985921,Jun,-0.6839024115910116,0,0,1,0,-0.6839024115910116
1900,-0.7150959395371982,Jun,-0.6291544751834094,0,0,1,0,-0.6291544751834094
1901,-0.6650531769296131,Jun,-0.6346292688241696,0,0,1,0,-0.6346292688241696
1902,-0.6534153251604071,Jun,-0.7441251416393742,0,0,1,0,-0.7441251416393742
1903,-0.6580704658680895,Jun,-0.8700453953768592,0,0,1,0,-0.8700453953768592
1904,-0.712768369183357,Jun,-0.963116887269783,0,0,1,0,-0.963116887269783
1905,-0.8047073981600833,Jun,-1.061663172803467,0,0,1,0,-1.061663172803467
1906,-0.8989739974906509,Jun,-1.0999867282887885,0,0,1,0,-1.0999867282887885
1907,-0.985094100582774,Jun,-1.1547346646963907,0,0,1,0,-1.1547346646963907
1908,-1.0653952777902944,Jun,-1.1328354901333497,0,0,1,0,-1.1328354901333497
1909,-1.1119466848671178,Jun,-1.1492598710556305,0,0,1,0,-1.1492598710556305
1910,-1.1573343067670208,Jun,-1.209482601103993,0,0,1,0,-1.209482601103993
1911,-1.221342491497653,Jun,-1.3737264103267997,0,0,1,0,-1.3737264103267997
1912,-1.271385254105238,Jun,-1.2751801247931156,0,0,1,0,-1.2751801247931156
1913,-1.3062988094128556,Jun,-1.3135036802784372,0,0,1,0,-1.3135036802784372
1914,-1.3016436687051733,Jun,-1.1711590456186713,0,0,1,0,-1.1711590456186713
1915,-1.243454409859144,Jun,-1.0780875537257475,0,0,1,0,-1.0780875537257475
1916,-1.1515153808824177,Jun,-1.0780875537257475,0,0,1,0,-1.0780875537257475
1917,-1.072377988851818,Jun,-1.187583426540952,0,0,1,0,-1.187583426540952
1918,-0.9967319523519798,Jun,-1.13831028377411,0,0,1,0,-1.13831028377411
1919,-0.9734562488135682,Jun,-1.1985330138224726,0,0,1,0,-1.1985330138224726
1920,-0.999059522705821,Jun,-1.2697053311523554,0,0,1,0,-1.2697053311523554
1921,-1.0118611596519476,Jun,-1.1437850774148703,0,0,1,0,-1.1437850774148703
1922,-0.9944043819981386,Jun,-1.0726127600849875,0,0,1,0,-1.0726127600849875
1923,-0.979275174698171,Jun,-1.0288144109589055,0,0,1,0,-1.0288144109589055
1924,-0.9490167600982358,Jun,-0.9685916809105432,0,0,1,0,-0.9685916809105432
1925,-0.8966464271368095,Jun,-0.9521672999882624,0,0,1,0,-0.9521672999882624
1926,-0.855913945944589,Jun,-0.9466925063475022,0,0,1,0,-0.9466925063475022
1927,-0.8268193165215746,Jun,-0.9247933317844614,0,0,1,0,-0.9247933317844614
1928,-0.7930695463908775,Jun,-0.9795412681920638,0,0,1,0,-0.9795412681920638
1929,-0.7709576280293863,Jun,-1.0726127600849875,0,0,1,0,-1.0726127600849875
1930,-0.7488457096678952,Jun,-1.0123900300366249,0,0,1,0,-1.0123900300366249
1931,-0.7348802875448481,Jun,-0.913843744502941,0,0,1,0,-0.913843744502941
1932,-0.7220786505987217,Jun,-0.9247933317844613,0,0,1,0,-0.9247933317844613
1933,-0.726733791306404,Jun,-0.8974193635806603,0,0,1,0,-0.8974193635806603
1934,-0.692984021175707,Jun,-0.744125141639374,0,0,1,0,-0.744125141639374
1935,-0.6708721028142159,Jun,-0.7714991098431752,0,0,1,0,-0.7714991098431752
1936,-0.6557428955142481,Jun,-0.8481462208138183,0,0,1,0,-0.8481462208138183
1937,-0.6324671919758366,Jun,-0.716751173435573,0,0,1,0,-0.716751173435573
1938,-0.5672952220682838,Jun,-0.6236796815426492,0,0,1,0,-0.6236796815426492
1939,-0.5184162446376193,Jun,-0.5798813324165674,0,0,1,0,-0.5798813324165674
1940,-0.42764100083781353,Jun,-0.371839174067679,0,0,1,0,-0.371839174067679
1941,-0.2926419203150256,Jun,-0.18022139664107123,0,0,1,0,-0.18022139664107123
1942,-0.16229798049992003,Jun,-0.125473460233469,0,0,1,0,-0.125473460233469
1943,-0.05406595904630558,Jun,-0.05977593654434637,0,0,1,0,-0.05977593654434637
1944,0.0681314845303559,Jun,0.060669523552378514,0,0,1,0,0.060669523552378514
1945,0.14959644691479687,Jun,0.0004467935040160993,0,0,1,0,0.0004467935040160993
1946,0.16356186903784395,Jun,-0.18569619028183143,0,0,1,0,-0.18569619028183143
1947,0.15657915797632038,Jun,-0.22401974576715297,0,0,1,0,-0.22401974576715297
1948,0.1158466767840999,Jun,-0.22401974576715297,0,0,1,0,-0.22401974576715297
1949,0.013433581215088374,Jun,-0.4539610786790823,0,0,1,0,-0.4539610786790823
1950,-0.11574657342309662,Jun,-0.48133504688288337,0,0,1,0,-0.48133504688288337
1951,-0.21583209863826694,Jun,-0.3992131422714801,0,0,1,0,-0.3992131422714801
1952,-0.3007884165534697,Jun,-0.4046879359122403,0,0,1,0,-0.4046879359122403
1953,-0.3403571125687696,Jun,-0.3116164440193166,0,0,1,0,-0.3116164440193166
1954,-0.3461760384533725,Jun,-0.26781809489323477,0,0,1,0,-0.26781809489323477
1955,-0.3182451942072785,Jun,-0.3116164440193166,0,0,1,0,-0.3116164440193166
1956,-0.30427977208423146,Jun,-0.36088958678615857,0,0,1,0,-0.36088958678615857
1957,-0.29031434996118444,Jun,-0.26234330125247457,0,0,1,0,-0.26234330125247457
1958,-0.3007884165534697,Jun,-0.3773139677084392,0,0,1,0,-0.3773139677084392
1959,-0.29031434996118444,Jun,-0.2568685076117143,0,0,1,0,-0.2568685076117143
1960,-0.2705300019535345,Jun,-0.20759536484487234,0,0,1,0,-0.20759536484487234
1961,-0.20768560239982287,Jun,-0.05977593654434637,0,0,1,0,-0.05977593654434637
1962,-0.15182391390763478,Jun,-0.125473460233469,0,0,1,0,-0.125473460233469
1963,-0.09479844023852607,Jun,-0.04882634926282592,0,0,1,0,-0.04882634926282592
1964,-0.08316058846932023,Jun,-0.08714990474814746,0,0,1,0,-0.08714990474814746
1965,-0.0936346550616055,Jun,-0.10904907931118837,0,0,1,0,-0.10904907931118837
1966,-0.14716877319995242,Jun,-0.16927180935955077,0,0,1,0,-0.16927180935955077
1967,-0.2041942468690611,Jun,-0.22949453940791323,0,0,1,0,-0.22949453940791323
1968,-0.2751851426612168,Jun,-0.3061416503785563,0,0,1,0,-0.3061416503785563
1969,-0.2903143499611844,Jun,-0.26781809489323477,0,0,1,0,-0.26781809489323477
1970,-0.27984028336889916,Jun,-0.23496933304867343,0,0,1,0,-0.23496933304867343
1971,-0.25772836500740803,Jun,-0.3280408249415972,0,0,1,0,-0.3280408249415972
1972,-0.22630616523055225,Jun,-0.26234330125247457,0,0,1,0,-0.26234330125247457
1973,-0.15182391390763478,Jun,-0.10904907931118833,0,0,1,0,-0.10904907931118833
1974,-0.12040171413077895,Jun,-0.15284742843727012,0,0,1,0,-0.15284742843727012
1975,-0.10992764753849368,Jun,-0.1473726347965099,0,0,1,0,-0.1473726347965099
1976,-0.09945358094620842,Jun,-0.125473460233469,0,0,1,0,-0.125473460233469
1977,-0.07268652187703496,Jun,0.0004467935040160993,0,0,1,0,0.0004467935040160993
1978,-0.0843243736462408,Jun,-0.11452387295194856,0,0,1,0,-0.11452387295194856
1979,-0.05522974422322616,Jun,-0.010502793777504354,0,0,1,0,-0.010502793777504354
1980,0.00994222568432664,Jun,0.10446787267846032,0,0,1,0,0.10446787267846032
1981,0.1263207433763852,Jun,0.32893441194962936,0,0,1,0,0.32893441194962936
1982,0.21825977235311145,Jun,0.20848895185290453,0,0,1,0,0.20848895185290453
1983,0.348603712168217,Jun,0.34535879287191,0,0,1,0,0.34535879287191
1984,0.4521805929141492,Jun,0.2796612691827874,0,0,1,0,0.2796612691827874
1985,0.5080422814063373,Jun,0.2522873009789863,0,0,1,0,0.2522873009789863
1986,0.49873199999097256,Jun,0.15921580908606256,0,0,1,0,0.15921580908606256
1987,0.5150249924678607,Jun,0.32345961830886916,0,0,1,0,0.32345961830886916
1988,0.5126974221140196,Jun,0.41653111020179295,0,0,1,0,0.41653111020179295
1989,0.5231714887063049,Jun,0.4877034275316758,0,0,1,0,0.4877034275316758
1990,0.5883434586138576,Jun,0.6081488876284008,0,0,1,0,0.6081488876284008
1991,0.6954116948905515,Jun,0.8326154268995697,0,0,1,0,0.8326154268995697
1992,0.769893946213469,Jun,0.7778674904919676,0,0,1,0,0.7778674904919676
1993,0.8164453532902924,Jun,0.6847959985990437,0,0,1,0,0.6847959985990437
1994,0.8548502641286715,Jun,0.8380902205403299,0,0,1,0,0.8380902205403299
1995,0.8536864789517511,Jun,0.8709389823848912,0,0,1,0,0.8709389823848912
1996,0.8187729236441335,Jun,0.7176447604436049,0,0,1,0,0.7176447604436049
1997,0.8245918495287364,Jun,0.8764137760256514,0,0,1,0,0.8764137760256514
1998,0.893255174967051,Jun,1.1720526326267033,0,0,1,0,1.1720526326267033
1999,0.9654098559361273,Jun,1.133729077141382,0,0,1,0,1.133729077141382
2000,1.032909396197521,Jun,1.1173046962191013,0,0,1,0,1.1173046962191013
2001,1.131831136235771,Jun,1.2651241245196272,0,0,1,0,1.2651241245196272
2002,1.2202788096817354,Jun,1.259649330878867,0,0,1,0,1.259649330878867
2003,1.2656664315816382,Jun,1.1008803152968205,0,0,1,0,1.1008803152968205
2004,1.320364334896906,Jun,1.1446786644229023,0,0,1,0,1.1446786644229023
2005,1.4146309342274732,Jun,1.2760737118011476,0,0,1,0,1.2760737118011476
2006,1.4984234669657555,Jun,1.3527208227717908,0,0,1,0,1.3527208227717908
2007,1.56708679240407,Jun,1.396519171897873,0,0,1,0,1.396519171897873
2008,1.6252760512500992,Jun,1.401993965538633,0,0,1,0,1.401993965538633
2009,1.6811377397422873,Jun,1.5114898383538373,0,0,1,0,1.5114898383538373
2010,1.7090685839883812,Jun,1.5333890129168781,0,0,1,0,1.5333890129168781
2011,1.720706435757587,Jun,1.5114898383538373,0,0,1,0,1.5114898383538373
2012,1.7276891468191107,Jun,1.527914219276118,0,0,1,0,1.527914219276118
2013,1.760275131772887,Jun,1.6374100920913224,0,0,1,0,1.6374100920913224
2014,1.7882059760189812,Jun,1.6538344730136028,0,0,1,0,1.6538344730136028
2015,1.8301022423881224,Jun,1.725006790343486,0,0,1,0,1.725006790343486
2016,1.9220412713648485,Jun,1.82902786951793,0,0,1,0,1.82902786951793
2017,2.0465662852953512,Jun,1.8673514250032517,0,0,1,0,1.8673514250032517
2018,2.1745826547566156,Jun,1.9056749804885733,0,0,1,0,1.9056749804885733
2019,2.318892016694768,Jun,2.0315952342260584,0,0,1,0,2.0315952342260584
2020,2.456218667571397,Jun,2.0863431706336604,0,0,1,0,2.0863431706336604
2021,2.5283733485404736,Jun,2.1027675515559414,0,0,1,0,2.1027675515559414
2022,2.5656144742019324,Jun,2.2177382180119056,0,0,1,0,2.2177382180119056
2023,2.6203123775172,Jun,2.392931614516233,0,0,1,0,2.392931614516233
2024,2.6831567770709115,Jun,2.5790745983020806,0,0,1,0,2.5790745983020806
1880,-0.6406136882142807,Jul,-0.7277007607170933,1,0,0,0,-0.7277007607170933
1881,-0.5824244293682513,Jul,-0.44027409457718175,1,0,0,0,-0.44027409457718175
1882,-0.556562536547794,Jul,-0.4995843590187508,1,0,0,0,-0.4995843590187508
1883,-0.5521175237192778,Jul,-0.46764806278098286,1,0,0,0,-0.46764806278098286
1884,-0.5663254010875166,Jul,-0.5744065387758072,1,0,0,0,-0.5744065387758072
1885,-0.5814546083874843,Jul,-0.6455788561056901,1,0,0,0,-0.6455788561056901
1886,-0.6454627931181164,Jul,-0.7441251416393742,1,0,0,0,-0.7441251416393742
1887,-0.7424448911948319,Jul,-0.7933982844062161,1,0,0,0,-0.7933982844062161
1888,-0.8326382424061773,Jul,-0.8098226653284968,1,0,0,0,-0.8098226653284968
1889,-0.8850085753676036,Jul,-0.6839024115910116,1,0,0,0,-0.6839024115910116
1890,-0.921085915852142,Jul,-0.6510536497464502,1,0,0,0,-0.6510536497464502
1891,-0.921085915852142,Jul,-0.6510536497464502,1,0,0,0,-0.6510536497464502
1892,-0.8815172198368421,Jul,-0.6839024115910116,1,0,0,0,-0.6839024115910116
1893,-0.8582415162984303,Jul,-0.7003267925132923,1,0,0,0,-0.7003267925132923
1894,-0.8791896494830008,Jul,-0.7879234907654559,1,0,0,0,-0.7879234907654559
1895,-0.8826810050137625,Jul,-0.7277007607170934,1,0,0,0,-0.7277007607170934
1896,-0.8838447901906831,Jul,-0.64557885610569,1,0,0,0,-0.64557885610569
1897,-0.8768620791291596,Jul,-0.4868098405236437,1,0,0,0,-0.4868098405236437
1898,-0.8489312348830655,Jul,-0.5360829832904855,1,0,0,0,-0.5360829832904855
1899,-0.7825954797985921,Jul,-0.4922846341644038,1,0,0,0,-0.4922846341644038
1900,-0.7150959395371982,Jul,-0.4703854596013629,1,0,0,0,-0.4703854596013629
1901,-0.6650531769296131,Jul,-0.5360829832904856,1,0,0,0,-0.5360829832904856
1902,-0.6534153251604071,Jul,-0.6729528243094911,1,0,0,0,-0.6729528243094911
1903,-0.6580704658680895,Jul,-0.7386503479986138,1,0,0,0,-0.7386503479986138
1904,-0.712768369183357,Jul,-0.9302681254252215,1,0,0,0,-0.9302681254252215
1905,-0.8047073981600833,Jul,-1.0069152363958647,1,0,0,0,-1.0069152363958647
1906,-0.8989739974906509,Jul,-1.0507135855219465,1,0,0,0,-1.0507135855219465
1907,-0.985094100582774,Jul,-1.094511934648028,1,0,0,0,-1.094511934648028
1908,-1.0653952777902944,Jul,-1.0999867282887885,1,0,0,0,-1.0999867282887885
1909,-1.1119466848671178,Jul,-1.067137966444227,1,0,0,0,-1.067137966444227
1910,-1.1573343067670208,Jul,-1.110936315570309,1,0,0,0,-1.110936315570309
1911,-1.221342491497653,Jul,-1.2149573947447532,1,0,0,0,-1.2149573947447532
1912,-1.271385254105238,Jul,-1.2532809502300746,1,0,0,0,-1.2532809502300746
1913,-1.3062988094128556,Jul,-1.258755743870835,1,0,0,0,-1.258755743870835
1914,-1.3016436687051733,Jul,-1.1437850774148703,1,0,0,0,-1.1437850774148703
1915,-1.243454409859144,Jul,-1.0233396173181455,1,0,0,0,-1.0233396173181455
1916,-1.1515153808824177,Jul,-0.9959656491143442,1,0,0,0,-0.9959656491143442
1917,-1.072377988851818,Jul,-0.8974193635806602,1,0,0,0,-0.8974193635806602
1918,-0.9967319523519798,Jul,-0.8700453953768592,1,0,0,0,-0.8700453953768592
1919,-0.9734562488135682,Jul,-0.8974193635806603,1,0,0,0,-0.8974193635806603
1920,-0.999059522705821,Jul,-0.990490855473584,1,0,0,0,-0.990490855473584
1921,-1.0118611596519476,Jul,-0.8700453953768592,1,0,0,0,-0.8700453953768592
1922,-0.9944043819981386,Jul,-0.8809949826583797,1,0,0,0,-0.8809949826583797
1923,-0.979275174698171,Jul,-0.8755201890176194,1,0,0,0,-0.8755201890176194
1924,-0.9490167600982358,Jul,-0.8755201890176193,1,0,0,0,-0.8755201890176193
1925,-0.8966464271368095,Jul,-0.8590958080953388,1,0,0,0,-0.8590958080953388
1926,-0.855913945944589,Jul,-0.9247933317844614,1,0,0,0,-0.9247933317844614
1927,-0.8268193165215746,Jul,-0.8809949826583797,1,0,0,0,-0.8809949826583797
1928,-0.7930695463908775,Jul,-0.815297458969257,1,0,0,0,-0.815297458969257
1929,-0.7709576280293863,Jul,-0.8590958080953388,1,0,0,0,-0.8590958080953388
1930,-0.7488457096678952,Jul,-0.8262470462507774,1,0,0,0,-0.8262470462507774
1931,-0.7348802875448481,Jul,-0.7003267925132923,1,0,0,0,-0.7003267925132923
1932,-0.7220786505987217,Jul,-0.7331755543578538,1,0,0,0,-0.7331755543578538
1933,-0.726733791306404,Jul,-0.7441251416393742,1,0,0,0,-0.7441251416393742
1934,-0.692984021175707,Jul,-0.5963057133388481,1,0,0,0,-0.5963057133388481
1935,-0.6708721028142159,Jul,-0.5963057133388481,1,0,0,0,-0.5963057133388481
1936,-0.6557428955142481,Jul,-0.6291544751834094,1,0,0,0,-0.6291544751834094
1937,-0.6324671919758366,Jul,-0.5087090150866845,1,0,0,0,-0.5087090150866845
1938,-0.5672952220682838,Jul,-0.44301149139756185,1,0,0,0,-0.44301149139756185
1939,-0.5184162446376193,Jul,-0.421112316834521,1,0,0,0,-0.421112316834521
1940,-0.42764100083781353,Jul,-0.24044412668943368,1,0,0,0,-0.24044412668943368
1941,-0.2926419203150256,Jul,-0.06525073018510658,1,0,0,0,-0.06525073018510658
1942,-0.16229798049992003,Jul,-0.04882634926282592,1,0,0,0,-0.04882634926282592
1943,-0.05406595904630558,Jul,0.04971993627085806,1,0,0,0,0.04971993627085806
1944,0.0681314845303559,Jul,0.17564019000834316,1,0,0,0,0.17564019000834316
1945,0.14959644691479687,Jul,0.13184184088226142,1,0,0,0,0.13184184088226142
1946,0.16356186903784395,Jul,-0.054301142903586126,1,0,0,0,-0.054301142903586126
1947,0.15657915797632038,Jul,-0.07620031746662702,1,0,0,0,-0.07620031746662702
1948,0.1158466767840999,Jul,-0.18569619028183143,1,0,0,0,-0.18569619028183143
1949,0.013433581215088374,Jul,-0.3499399995046381,1,0,0,0,-0.3499399995046381
1950,-0.11574657342309662,Jul,-0.41563752319376074,1,0,0,0,-0.41563752319376074
1951,-0.21583209863826694,Jul,-0.3554147931453983,1,0,0,0,-0.3554147931453983
1952,-0.3007884165534697,Jul,-0.31161644401931654,1,0,0,0,-0.31161644401931654
1953,-0.3403571125687696,Jul,-0.24591892033019389,1,0,0,0,-0.24591892033019389
1954,-0.3461760384533725,Jul,-0.2787676821747552,1,0,0,0,-0.2787676821747552
1955,-0.3182451942072785,Jul,-0.29519206309703594,1,0,0,0,-0.29519206309703594
1956,-0.30427977208423146,Jul,-0.33899041222311765,1,0,0,0,-0.33899041222311765
1957,-0.29031434996118444,Jul,-0.3499399995046381,1,0,0,0,-0.3499399995046381
1958,-0.3007884165534697,Jul,-0.3280408249415972,1,0,0,0,-0.3280408249415972
1959,-0.29031434996118444,Jul,-0.20759536484487234,1,0,0,0,-0.20759536484487234
1960,-0.2705300019535345,Jul,-0.16927180935955077,1,0,0,0,-0.16927180935955077
1961,-0.20768560239982287,Jul,-0.11452387295194856,1,0,0,0,-0.11452387295194856
1962,-0.15182391390763478,Jul,-0.11452387295194856,1,0,0,0,-0.11452387295194856
1963,-0.09479844023852607,Jul,-0.10904907931118837,1,0,0,0,-0.10904907931118837
1964,-0.08316058846932023,Jul,-0.1473726347965099,1,0,0,0,-0.1473726347965099
1965,-0.0936346550616055,Jul,-0.19664577756335191,1,0,0,0,-0.19664577756335191
1966,-0.14716877319995242,Jul,-0.15832222207803034,1,0,0,0,-0.15832222207803034
1967,-0.2041942468690611,Jul,-0.15832222207803034,1,0,0,0,-0.15832222207803034
1968,-0.2751851426612168,Jul,-0.26234330125247457,1,0,0,0,-0.26234330125247457
1969,-0.2903143499611844,Jul,-0.26234330125247457,1,0,0,0,-0.26234330125247457
1970,-0.27984028336889916,Jul,-0.18022139664107123,1,0,0,0,-0.18022139664107123
1971,-0.25772836500740803,Jul,-0.26234330125247457,1,0,0,0,-0.26234330125247457
1972,-0.22630616523055225,Jul,-0.26781809489323477,1,0,0,0,-0.26781809489323477
1973,-0.15182391390763478,Jul,-0.125473460233469,1,0,0,0,-0.125473460233469
1974,-0.12040171413077895,Jul,-0.11999866659270879,1,0,0,0,-0.11999866659270879
1975,-0.10992764753849368,Jul,-0.13642304751498943,1,0,0,0,-0.13642304751498943
1976,-0.09945358094620842,Jul,-0.15284742843727012,1,0,0,0,-0.15284742843727012
1977,-0.07268652187703496,Jul,-0.0488263492628259,1,0,0,0,-0.0488263492628259
1978,-0.0843243736462408,Jul,-0.09809949202966788,1,0,0,0,-0.09809949202966788
1979,-0.05522974422322616,Jul,-0.059775936544346334,1,0,0,0,-0.059775936544346334
1980,0.00994222568432664,Jul,0.06614431719313874,1,0,0,0,0.06614431719313874
1981,0.1263207433763852,Jul,0.2960856501050681,1,0,0,0,0.2960856501050681
1982,0.21825977235311145,Jul,0.26323688826050673,1,0,0,0,0.26323688826050673
1983,0.348603712168217,Jul,0.3398839992311498,1,0,0,0,0.3398839992311498
1984,0.4521805929141492,Jul,0.4220059038425532,1,0,0,0,0.4220059038425532
1985,0.5080422814063373,Jul,0.32345961830886916,1,0,0,0,0.32345961830886916
1986,0.49873199999097256,Jul,0.20848895185290453,1,0,0,0,0.20848895185290453
1987,0.5150249924678607,Jul,0.35083358651267027,1,0,0,0,0.35083358651267027
1988,0.5126974221140196,Jul,0.43295549112407367,1,0,0,0,0.43295549112407367
1989,0.5231714887063049,Jul,0.5150773957354771,1,0,0,0,0.5150773957354771
1990,0.5883434586138576,Jul,0.7450187286474061,1,0,0,0,0.7450187286474061
1991,0.6954116948905515,Jul,0.9421112997147741,1,0,0,0,0.9421112997147741
1992,0.769893946213469,Jul,0.766917903210447,1,0,0,0,0.766917903210447
1993,0.8164453532902924,Jul,0.7231195540843652,1,0,0,0,0.7231195540843652
1994,0.8548502641286715,Jul,0.7012203795213243,1,0,0,0,0.7012203795213243
1995,0.8536864789517511,Jul,0.695745585880564,1,0,0,0,0.695745585880564
1996,0.8187729236441335,Jul,0.6355228558322017,1,0,0,0,0.6355228558322017
1997,0.8245918495287364,Jul,0.7778674904919676,1,0,0,0,0.7778674904919676
1998,0.893255174967051,Jul,1.0023340297631367,1,0,0,0,1.0023340297631367
1999,0.9654098559361273,Jul,1.0461323788892183,1,0,0,0,1.0461323788892183
2000,1.032909396197521,Jul,1.0132836170446569,1,0,0,0,1.0132836170446569
2001,1.131831136235771,Jul,1.139203870782142,1,0,0,0,1.139203870782142
2002,1.2202788096817354,Jul,1.2870232990826682,1,0,0,0,1.2870232990826682
2003,1.2656664315816382,Jul,1.2432249499565864,1,0,0,0,1.2432249499565864
2004,1.320364334896906,Jul,1.1775274262674638,1,0,0,0,1.1775274262674638
2005,1.4146309342274732,Jul,1.2979728863641886,1,0,0,0,1.2979728863641886
2006,1.4984234669657555,Jul,1.2705989181603874,1,0,0,0,1.2705989181603874
2007,1.56708679240407,Jul,1.2651241245196272,1,0,0,0,1.2651241245196272
2008,1.6252760512500992,Jul,1.2760737118011476,1,0,0,0,1.2760737118011476
2009,1.6811377397422873,Jul,1.5388638065576383,1,0,0,0,1.5388638065576383
2010,1.7090685839883812,Jul,1.549813393839159,1,0,0,0,1.549813393839159
2011,1.720706435757587,Jul,1.6374100920913224,1,0,0,0,1.6374100920913224
2012,1.7276891468191107,Jul,1.631935298450562,1,0,0,0,1.631935298450562
2013,1.760275131772887,Jul,1.631935298450562,1,0,0,0,1.631935298450562
2014,1.7882059760189812,Jul,1.5443386001983983,1,0,0,0,1.5443386001983983
2015,1.8301022423881224,Jul,1.5990865366060005,1,0,0,0,1.5990865366060005
2016,1.9220412713648485,Jul,1.6757336475766438,1,0,0,0,1.6757336475766438
2017,2.0465662852953512,Jul,1.7961791076733686,1,0,0,0,1.7961791076733686
2018,2.1745826547566156,Jul,1.922099361410854,1,0,0,0,1.922099361410854
2019,2.318892016694768,Jul,2.119191932478222,1,0,0,0,2.119191932478222
2020,2.456218667571397,Jul,2.2067886307303852,1,0,0,0,2.2067886307303852
2021,2.5283733485404736,Jul,2.2505869798564677,1,0,0,0,2.2505869798564677
2022,2.5656144742019324,Jul,2.32175929718635,1,0,0,0,2.32175929718635
2023,2.6203123775172,Jul,2.518851868253718,1,0,0,0,2.518851868253718
2024,2.6831567770709115,Jul,2.661196502913484,1,0,0,0,2.661196502913484
1880,-0.6406136882142807,Aug,-0.4539610786790823,0,0,1,0,-0.4539610786790823
1881,-0.5824244293682513,Aug,-0.371839174067679,0,0,1,0,-0.371839174067679
1882,-0.556562536547794,Aug,-0.371839174067679,0,0,1,0,-0.371839174067679
1883,-0.5521175237192778,Aug,-0.4197436184243309,0,0,1,0,-0.4197436184243309
1884,-0.5663254010875166,Aug,-0.5196586023682049,0,0,1,0,-0.5196586023682049
1885,-0.5814546083874843,Aug,-0.6346292688241696,0,0,1,0,-0.6346292688241696
1886,-0.6454627931181164,Aug,-0.7769739034839356,0,0,1,0,-0.7769739034839356
1887,-0.7424448911948319,Aug,-0.9302681254252215,0,0,1,0,-0.9302681254252215
1888,-0.8326382424061773,Aug,-0.9357429190659818,0,0,1,0,-0.9357429190659818
1889,-0.8850085753676036,Aug,-0.8974193635806602,0,0,1,0,-0.8974193635806602
1890,-0.921085915852142,Aug,-0.941217712706742,0,0,1,0,-0.941217712706742
1891,-0.921085915852142,Aug,-0.8700453953768591,0,0,1,0,-0.8700453953768591
1892,-0.8815172198368421,Aug,-0.8207722526100172,0,0,1,0,-0.8207722526100172
1893,-0.8582415162984303,Aug,-0.8755201890176194,0,0,1,0,-0.8755201890176194
1894,-0.8791896494830008,Aug,-0.8919445699399,0,0,1,0,-0.8919445699399
1895,-0.8826810050137625,Aug,-0.7714991098431752,0,0,1,0,-0.7714991098431752
1896,-0.8838447901906831,Aug,-0.7058015861540526,0,0,1,0,-0.7058015861540526
1897,-0.8768620791291596,Aug,-0.6127300942611288,0,0,1,0,-0.6127300942611288
1898,-0.8489312348830655,Aug,-0.618204887901889,0,0,1,0,-0.618204887901889
1899,-0.7825954797985921,Aug,-0.5360829832904856,0,0,1,0,-0.5360829832904856
1900,-0.7150959395371982,Aug,-0.49228463416440393,0,0,1,0,-0.49228463416440393
1901,-0.6650531769296131,Aug,-0.5744065387758072,0,0,1,0,-0.5744065387758072
1902,-0.6534153251604071,Aug,-0.6893772052317719,0,0,1,0,-0.6893772052317719
1903,-0.6580704658680895,Aug,-0.7933982844062161,0,0,1,0,-0.7933982844062161
1904,-0.712768369183357,Aug,-1.0123900300366249,0,0,1,0,-1.0123900300366249
1905,-0.8047073981600833,Aug,-1.0726127600849873,0,0,1,0,-1.0726127600849873
1906,-0.8989739974906509,Aug,-1.0671379664442273,0,0,1,0,-1.0671379664442273
1907,-0.985094100582774,Aug,-1.083562347366508,0,0,1,0,-1.083562347366508
1908,-1.0653952777902944,Aug,-1.083562347366508,0,0,1,0,-1.083562347366508
1909,-1.1119466848671178,Aug,-1.0014404427551047,0,0,1,0,-1.0014404427551047
1910,-1.1573343067670208,Aug,-1.0890371410072681,0,0,1,0,-1.0890371410072681
1911,-1.221342491497653,Aug,-1.2204321883855134,0,0,1,0,-1.2204321883855134
1912,-1.271385254105238,Aug,-1.3299280612007178,0,0,1,0,-1.3299280612007178
1913,-1.3062988094128556,Aug,-1.264230537511595,0,0,1,0,-1.264230537511595
1914,-1.3016436687051733,Aug,-1.1711590456186713,0,0,1,0,-1.1711590456186713
1915,-1.243454409859144,Aug,-1.094511934648028,0,0,1,0,-1.094511934648028
1916,-1.1515153808824177,Aug,-1.0069152363958647,0,0,1,0,-1.0069152363958647
1917,-1.072377988851818,Aug,-0.8371966335322979,0,0,1,0,-0.8371966335322979
1918,-0.9967319523519798,Aug,-0.8262470462507774,0,0,1,0,-0.8262470462507774
1919,-0.9734562488135682,Aug,-0.9193185381437012,0,0,1,0,-0.9193185381437012
1920,-0.999059522705821,Aug,-0.935742919065982,0,0,1,0,-0.935742919065982
1921,-1.0118611596519476,Aug,-0.9302681254252217,0,0,1,0,-0.9302681254252217
1922,-0.9944043819981386,Aug,-0.9850160618328239,0,0,1,0,-0.9850160618328239
1923,-0.979275174698171,Aug,-0.9959656491143443,0,0,1,0,-0.9959656491143443
1924,-0.9490167600982358,Aug,-1.0069152363958647,0,0,1,0,-1.0069152363958647
1925,-0.8966464271368095,Aug,-0.9795412681920636,0,0,1,0,-0.9795412681920636
1926,-0.855913945944589,Aug,-0.9028941572214204,0,0,1,0,-0.9028941572214204
